NC162	NC163	NC164	NC165	NC134	NC135	NC136	NC137	NC138	NC106	NC107	NC108	NC109	NC110	NC73	NC74	NC88	NC89	NC58	NC59	NC43	NC44	NC4	NC13	NC14	NC23	NC24	NC33	NC34	NC3	AppBBS155	AppBBS156	AppBBS183	AppBBS184	AppBBS100	AppBBS127	AppBBS128	AppBBS70	AppBBS85	AppBBS55	BBS170	BBS171	BBS142	BBS113	BBS114	BBS115	BBS7	BBS8	BBS169	BBS143	BBS144	BBS93	BBS77	BBS78	BBS92	BBS62	BBS63	BBS47	BBS48	BBS17	BBS18	BBS27	BBS28	BBS37	BBS38	AppNPH147	AppNPH148	AppNPH149	AppNPH150	AppNPH151	AppNPH152	AppNPH153	AppNPH174	AppNPH175	AppNPH176	AppNPH177	AppNPH178	AppNPH179	AppNPH180	AppNPH181	AppNPH182	AppNPH96	AppNPH97	AppNPH98	AppNPH99	AppNPH118	AppNPH119	AppNPH120	AppNPH121	AppNPH122	AppNPH123	AppNPH124	AppNPH125	AppNPH126	AppNPH69	AppNPH81	AppNPH82	AppNPH83	AppNPH84	AppNPH67	AppNPH68	AppNPH52	AppNPH53	AppNPH54	NPH158	NPH160	NPH133	NPH103	NPH104	NPH105	NPH129	NPH72	NPH86	NPH157	NPH159	NPH161	NPH131	NPH132	NPH101	NPH102	NPH130	NPH71	NPH87	NPH56	NPH57	NPH41	NPH42	NPH2	NPH1	NPH11	NPH12	NPH21	NPH22	NPH31	NPH32	CKD140	CKD166	CKD167	CKD168	CKD141	CKD112	CKD76	CKD91	CKD45	CKD46	CKD25	CKD139	CKD111	CKD75	CKD90	CKD60	CKD61	CKD5	CKD15	CKD16	CKD26	CKD36	T: Genes	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: First.Protein.Description
11,9547	11,2056	11,1774	9,26895	11,3606	11,7186	11,7466	12,9996	10,3322	11,0123	12,2073	NaN	NaN	11,8176	12,3138	11,9941	NaN	12,593	11,3589	11,862	12,1434	NaN	NaN	12,1327	12,4859	11,7442	NaN	11,2264	12,0957	13,329	12,743	11,4507	11,0283	12,6485	NaN	13,1473	14,1778	11,9504	10,792	11,1727	NaN	10,4181	11,3712	NaN	11,9899	NaN	12,6541	NaN	11,4934	11,6807	12,9829	14,2773	12,0103	NaN	12,1659	11,6785	12,4641	14,8596	11,6726	11,902	12,6826	11,3238	11,4123	NaN	12,6637	11,5627	11,1163	12,819	12,0843	11,7826	11,3072	10,7875	11,1968	11,6615	12,0338	12,3733	11,5262	11,6927	11,7479	12,2942	11,4273	12,008	11,5763	12,2725	10,7313	11,6473	11,1818	10,7105	11,5602	11,3505	11,5437	13,2877	12,3434	11,3759	12,7888	NaN	11,591	12,0355	11,7623	12,1385	NaN	12,9629	11,7225	11,2437	12,7081	11,9152	13,2079	13,1063	13,0152	13,1569	13,3636	12,4999	12,4642	13,1993	12,7788	NaN	NaN	NaN	12,691	NaN	12,5884	11,9566	11,8017	11,3394	11,5465	12,3317	12,9957	12,9102	NaN	NaN	13,1839	NaN	12,1724	13,4188	NaN	NaN	11,7389	11,5676	NaN	NaN	10,6374	NaN	NaN	12,3564	13,1933	12,3262	11,6604	11,1013	13,4117	NaN	12,1785	14,0574	NaN	13,1572	NaN	NaN	NaN	STMN1	P16949	P16949	STMN1_HUMAN	Stathmin
15,308	14,6042	15,2728	15,7248	14,8196	16,2038	14,9506	14,3971	14,1774	15,239	14,9411	15,6109	17,5738	15,9708	14,2268	14,7961	15,4269	17,5529	15,6544	13,9915	15,0273	14,1982	15,307	15,9772	16,0281	15,7487	14,7159	15,9419	15,7043	15,6773	14,1787	15,5774	15,1712	14,6506	15,4738	14,928	15,8104	13,7212	15,9465	15,3752	16,0172	18,3274	15,6696	17,1233	15,99	15,8876	17,4531	16,4115	14,7178	16,101	14,4112	15,5666	15,2289	16,275	15,6915	16,8263	14,9122	16,0345	17,2221	15,8039	15,3513	15,7032	16,4859	17,4162	15,276	14,8113	15,5956	14,4775	16,69	16,0536	15,444	15,136	16,7205	16,0086	15,1505	13,8376	15,8622	15,1855	15,0137	14,079	16,3049	15,4808	14,9623	15,2046	14,7975	14,4662	16,0518	15,9389	14,2068	15,1701	14,274	15,8128	14,5237	15,0446	15,1627	15,5232	16,5378	15,9011	15,6506	14,2701	15,3065	14,1667	15,3916	14,9425	15,062	14,9464	14,6697	13,9275	14,9314	14,8741	14,0824	15,7587	16,4454	13,466	13,0332	14,8405	14,7154	14,4448	15,9588	15,6741	15,2449	15,087	14,8038	15,0644	14,7173	16,3286	16,1548	16,5199	15,412	15,2835	16,7502	15,2393	15,2372	15,7098	16,385	14,3772	15,7479	16,247	14,8384	16,1317	15,7351	16,8571	16,9439	15,9132	15,3452	17,7037	14,5769	16,2457	15,2101	15,2058	16,6305	14,0455	15,2978	14,7403	14,2512	14,6343	12,9138	NAGA	P17050	P17050	NAGAB_HUMAN	Alpha-N-acetylgalactosaminidase
15,7996	15,6346	15,1741	15,5519	15,3078	15,1011	15,0525	15,815	15,6217	15,274	15,6658	16,0962	15,0392	15,2672	15,6743	15,5728	15,1757	14,5244	15,5488	15,4745	15,4475	15,073	15,0268	15,2396	15,644	15,4139	15,0831	15,2525	15,5609	14,3868	15,6848	15,3939	15,4474	15,622	15,4209	16,0553	15,9803	16,215	15,1711	15,6396	14,9529	14,5809	15,8455	15,1525	16,1478	14,5764	15,5278	14,3387	15,6898	15,4026	15,748	16,7246	15,2405	15,5203	16,018	15,4075	15,6114	16,6263	14,986	15,986	15,3954	14,9934	15,0378	14,934	15,4656	15,3327	15,3526	15,5458	15,4272	15,3131	15,1803	15,563	14,7169	14,5119	15,3561	15,4886	15,2774	15,7306	15,7052	15,4637	15,6323	15,6021	15,5379	15,7175	15,4313	15,7046	15,779	15,5154	15,3656	15,5455	15,7307	15,4983	15,102	14,9221	15,965	14,0574	14,9673	14,9196	15,4438	15,3989	15,3455	15,493	15,3928	16,1045	15,4491	15,3987	16,9229	16,0947	16,7421	16,5313	16,1845	15,7059	15,4652	12,8111	13,581	14,5283	14,1632	12,9995	15,0156	14,3595	14,4188	13,6754	12,4093	12,7996	13,2223	16,0422	13,9933	14,2677	15,0055	13,1258	16,8094	13,6958	13,6454	16,0349	14,4244	15,3326	15,6133	15,7667	15,4741	14,606	15,2903	15,4072	14,3948	15,5795	14,5656	15,3099	13,2628	15,4212	14,5788	13,666	14,8933	12,9936	15,9271	14,123	14,8451	13,5816	12,5269	GOT1	P17174	P17174	AATC_HUMAN	Aspartate aminotransferase, cytoplasmic
NaN	14,9332	14,7562	NaN	11,6797	NaN	16,8176	15,8233	15,1928	11,184	10,1287	11,8699	11,328	11,422	NaN	NaN	12,1578	NaN	NaN	14,6189	14,8091	NaN	NaN	11,6867	14,3133	NaN	NaN	NaN	11,9739	14,4136	16,1087	14,3458	14,1004	14,8011	NaN	17,8455	17,7175	14,7258	13,1922	12,2653	14,4727	NaN	12,2866	13,3219	11,3339	13,6859	NaN	12,8246	10,8943	16,629	13,1535	17,197	NaN	12,6426	12,8896	NaN	NaN	17,1892	11,8895	NaN	15,4128	12,3267	11,4337	NaN	11,6718	NaN	13,1988	14,9354	NaN	14,2875	14,7955	11,5692	NaN	NaN	12,5773	NaN	NaN	12,2089	12,3387	12,2288	NaN	NaN	NaN	13,5102	10,797	13,0935	12,8042	14,8904	NaN	NaN	12,8787	15,4385	12,8684	NaN	16,6632	NaN	NaN	15,2153	12,5081	13,8969	NaN	14,5803	NaN	15,9724	14,4461	12,6099	13,0274	NaN	13,2941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14,0534	13,2561	NaN	13,4311	12,7019	11,4262	NaN	11,2786	13,2462	13,6269	NaN	13,892	NaN	NaN	NaN	12,0895	13,5945	NaN	NaN	13,6606	14,8362	NaN	NaN	14,8191	12,1364	NaN	NaN	18,8051	12,0307	NaN	11,6624	10,4447	NaN	14,7369	14,7087	14,9487	16,3583	12,7807	NaN	NaN	BPI	P17213	P17213	BPI_HUMAN	Bactericidal permeability-increasing protein
11,8018	11,7265	11,1185	11,5192	11,1129	12,0749	11,3896	12,3637	12,1271	11,5394	11,308	11,5139	11,3481	11,2517	10,9659	11,8207	12,3039	NaN	11,9575	12,0151	11,6519	NaN	NaN	12,026	NaN	11,7282	NaN	11,3211	11,4516	11,9944	11,468	11,4598	10,914	11,3478	11,3425	11,2485	11,6395	11,3062	11,7945	12,1844	13,049	11,6019	11,6041	NaN	11,1271	NaN	11,7515	NaN	12,0009	11,3096	11,5606	NaN	11,4673	11,7215	10,6346	11,9517	11,1208	11,5854	12,2102	12,3274	12,5668	11,689	11,5647	NaN	11,6115	11,9667	10,9318	11,6682	10,9798	11,8282	11,5798	11,6691	10,1588	10,7567	11,5884	11,7503	11,824	11,8726	11,78	11,5784	11,6078	12,3626	11,345	11,6348	11,5996	11,7039	11,3846	11,2161	11,2786	11,7275	11,6865	NaN	11,2665	11,4431	11,5147	NaN	11,2856	NaN	NaN	11,9344	12,0594	10,9059	11,4118	11,5195	NaN	11,2319	11,2309	NaN	11,4776	11,8074	NaN	11,3451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11,7054	NaN	NaN	NaN	NaN	11,8271	NaN	NaN	11,487	12,2108	NaN	11,4157	11,5469	NaN	11,7966	11,3343	12,3141	NaN	11,8605	12,6401	11,2791	NaN	11,8008	12,724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	PRKCA	P17252	P17252	KPCA_HUMAN	Protein kinase C alpha type
14,1065	14,587	14,7912	14,4695	14,5102	14,9138	14,9267	14,273	15,0946	14,5528	15,0236	14,6752	13,9734	15,4235	15,8437	14,6537	14,6413	14,5755	14,4684	13,8125	14,8338	14,7472	15,7261	14,2062	13,9287	15,1836	NaN	14,6767	14,7921	15,547	14,3677	15,1918	14,7084	16,0213	13,8536	14,1521	14,2125	13,1126	14,6118	14,2163	13,6616	14,2642	14,0803	13,121	13,9765	13,1636	13,1136	13,8855	15,3731	14,3854	14,2083	13,2258	15,0707	13,6361	14,4563	13,9136	14,9131	14,153	13,8916	15,2343	13,8771	15,0378	14,6978	13,0802	14,4988	14,5101	13,9378	14,6468	14,7974	15,6676	14,7231	15,2058	15,0994	15,3361	14,6539	14,71	14,8329	14,8925	14,8812	14,4957	14,2786	14,8294	15,0022	14,3464	14,9967	14,2506	14,6077	14,1813	14,9228	14,843	15,1121	13,9147	15,3564	14,8549	14,0768	13,5597	15,069	14,5532	15,0277	15,7817	14,0448	14,8919	15,0417	14,5267	14,3323	15,1162	12,8404	14,3124	13,4811	14,5485	14,5823	14,1459	14,3417	13,328	13,5906	13,5691	12,9834	12,6685	13,7806	NaN	13,3416	12,5654	13,3709	12,7908	12,084	14,1919	13,8569	13,354	13,4024	11,925	14,0024	13,5545	13,718	14,4608	13,071	14,0148	14,9162	14,0968	15,3344	14,5782	14,6113	13,3932	12,5167	14,0704	9,50986	13,1195	11,5946	13,3804	13,7967	13,6461	12,3386	13,4328	NaN	11,7708	NaN	NaN	13,7836	NPR3	P17342	P17342	ANPRC_HUMAN	Atrial natriuretic peptide receptor 3
12,7319	12,4568	12,6466	12,7135	12,1326	13,2494	11,8701	NaN	12,2256	12,3838	11,8944	12,8908	12,6691	12,2267	12,734	13,1458	13,0859	13,2687	12,9465	12,2743	13,2197	12,3286	NaN	12,0391	12,1039	12,8762	NaN	13,2398	12,2658	13,7194	12,4492	12,5592	12,7433	11,5053	13,04	12,938	11,0388	11,6393	13,9619	13,4956	13,1112	14,278	12,6008	13,3415	13,1881	13,5783	14,4189	13,047	12,5801	12,8026	11,2978	11,2936	13,2733	12,5557	13,1292	13,4413	13,1394	12,5103	13,8712	11,7275	11,5665	13,7527	13,9436	13,8038	12,7117	12,4523	11,8061	11,0781	14,8028	12,589	12,3471	12,8818	13,0548	12,2271	13,4062	11,1951	13,4947	12,8092	12,7735	12,3469	12,9586	NaN	12,8456	11,6301	12,1181	11,3806	12,9054	13,6908	NaN	11,4882	12,4012	13,1737	11,808	13,5764	12,7757	12,8484	13,7526	12,5335	13,8521	12,5209	12,8756	11,9596	12,966	12,5187	NaN	12,4709	10,6559	NaN	12,1206	11,6941	NaN	12,6265	13,233	13,6194	12,6732	13,0866	12,5524	12,4301	13,1669	12,4743	12,4351	12,7283	12,3275	12,0445	12,2718	12,6894	12,6899	12,7156	11,9724	12,3921	13,2856	13,2335	12,8445	12,9184	13,1301	NaN	12,7632	12,6918	NaN	12,475	13,0217	13,2817	13,1522	12,8723	13,4085	12,1038	12,5794	13,1665	13,1495	11,9785	12,9342	12,8995	13,4095	12,3557	NaN	11,7753	12,6216	SMPD1	P17405	P17405	ASM_HUMAN	Sphingomyelin phosphodiesterase
11,5698	10,9543	9,97216	11,1228	10,4718	11,0752	10,6952	11,2717	9,94341	10,4897	10,1734	11,5795	11,0548	10,6798	NaN	NaN	NaN	NaN	10,3781	11,3931	11,0916	NaN	NaN	10,2234	10,9336	NaN	NaN	10,0083	NaN	11,4949	10,538	11,0939	10,3823	NaN	11,6569	10,809	11,3994	11,0658	10,8256	11,1201	NaN	NaN	10,7582	11,2223	10,7904	NaN	NaN	NaN	10,7199	11,1182	11,2011	11,5049	10,4832	11,6977	10,7589	NaN	9,98235	NaN	10,906	10,9403	11,9881	12,3729	11,2775	10,331	11,3508	10,3224	11,8686	11,47	11,1558	11,5148	10,9637	10,7777	NaN	NaN	11,1314	NaN	10,7411	10,633	11,1655	11,087	11,2532	NaN	10,6704	NaN	10,3434	10,7752	10,2717	11,2546	NaN	NaN	9,98297	12,6407	11,0007	10,4991	11,0871	NaN	10,3634	NaN	NaN	NaN	NaN	10,756	10,5749	11,8765	NaN	10,6226	11,2089	NaN	11,3029	11,2192	9,14625	NaN	NaN	NaN	NaN	11,5486	NaN	NaN	NaN	11,6506	NaN	NaN	NaN	NaN	NaN	11,1023	NaN	NaN	NaN	NaN	11,3038	NaN	NaN	11,3299	12,0368	NaN	10,1035	10,2296	NaN	NaN	11,2737	11,8805	NaN	NaN	11,3469	10,207	NaN	10,6128	NaN	NaN	NaN	NaN	14,6429	NaN	NaN	NaN	NaN	PRKACA	P17612	P17612;P22694	KAPCA_HUMAN	cAMP-dependent protein kinase catalytic subunit alpha
14,0357	13,2923	12,3352	13,2594	13,6648	13,1716	13,2521	14,1041	12,8017	12,6528	13,4497	13,2071	12,8875	13,086	13,975	13,0909	12,8712	12,2861	13,2128	13,7205	13,3121	13,0353	NaN	13,165	14,8355	13,184	NaN	12,9327	13,3369	14,142	13,4225	13,0395	13,0731	13,6127	13,1003	13,713	14,592	14,151	13,1786	13,2919	NaN	NaN	13,2531	NaN	13,5802	NaN	13,2323	13,0034	13,3189	13,4145	13,9182	14,5183	13,5204	14,1047	13,3161	13,0805	13,4507	12,8841	13,0113	13,4881	14,009	12,7945	13,1699	13,0415	13,7606	12,8053	14,0043	14,2543	13,2154	13,4666	13,0006	12,959	12,211	12,849	13,0241	13,6804	12,7881	13,6235	13,7375	14,4534	13,486	13,7374	13,341	14,0502	12,3971	13,0691	13,4889	13,1821	14,2272	13,4647	13,2212	14,4449	14,1413	12,6503	13,8733	NaN	13,2738	14,1053	13,1609	13,5483	13,2568	14,0294	12,9561	14,8254	13,7082	13,1932	14,3412	14,389	14,5636	13,9517	14,5786	13,4203	13,3788	NaN	NaN	NaN	NaN	NaN	13,6564	NaN	12,8304	12,1357	NaN	NaN	NaN	13,5094	12,9193	NaN	14,1904	14,0262	14,5382	NaN	13,2342	13,8817	12,43	13,8878	13,1949	13,2294	13,0272	NaN	12,2518	12,9449	NaN	12,8147	11,6537	13,3036	NaN	12,996	12,3643	NaN	13,1622	NaN	NaN	NaN	NaN	13,356	NaN	CAPN2	P17655	P17655	CAN2_HUMAN	Calpain-2 catalytic subunit
13,6743	13,297	14,2252	13,6171	14,1535	14,1203	14,1632	13,913	13,7641	13,8653	13,6908	14,0765	14,5047	14,0122	13,3273	13,7073	13,6228	14,1724	14,2724	13,7932	13,3982	13,0956	13,1148	13,7124	13,1207	13,7548	NaN	13,6392	13,7498	14,058	13,809	13,8972	13,574	13,2836	14,0551	13,861	12,9096	12,1888	14,2902	13,96	14,4145	14,8911	13,2155	13,6515	14,1408	13,0867	13,706	13,0725	13,8566	14,5281	13,2059	12,8848	13,8465	13,7713	13,3444	14,0669	13,8382	14,2946	14,3776	12,8469	12,6685	13,358	14,0332	14,3277	12,6418	13,592	14,0875	12,3008	14,147	13,7993	14,1944	13,6507	14,4236	13,8693	14,1204	13,1724	14,3947	13,3663	13,3037	13,2558	13,5175	13,2687	13,7682	13,4027	14,0842	13,775	13,8527	14,1413	13,9652	13,936	13,2824	14,1142	13,2229	14,4705	13,2709	13,2975	13,1366	13,9257	13,6772	13,3642	13,6591	12,7504	13,75	13,1217	13,7409	14,2743	13,195	13,1392	13,2155	12,8337	13,2415	14,2252	13,2943	12,0066	12,6862	12,4875	13,3103	12,7818	13,4484	13,1306	13,2555	13,3767	12,0637	12,7072	13,0521	13,7717	13,6062	12,9503	12,89	13,0863	13,5497	13,5098	12,8637	13,6167	13,7121	13,5219	14,2993	14,331	13,4989	14,2879	14,1055	13,8664	14,0797	13,9503	12,7884	13,3485	12,3956	13,7405	13,3062	13,3375	13,4914	13,1337	14,1697	14,013	15,966	13,9868	13,886	ENG	P17813	P17813	EGLN_HUMAN	Endoglin
13,7254	13,6621	12,7393	14,1204	13,6627	13,1517	14,1293	13,0003	13,8509	13,1547	13,4664	13,5055	12,8642	13,1899	13,0056	13,721	12,8661	12,8525	13,5633	13,7428	13,5515	13,2796	13,5882	13,3751	13,5497	13,1502	13,1731	13,3168	13,746	14,0202	13,7777	13,6745	13,7386	13,5397	12,9267	13,8725	13,7264	14,0914	12,9907	13,2378	11,9329	12,4149	13,8002	13,5895	12,5869	13,0744	13,7674	12,5429	13,2924	12,8255	13,501	13,4406	12,9817	13,1655	12,9055	12,7429	12,6731	13,1428	13,0315	13,3081	14,2974	13,0168	12,9105	13,504	13,2534	13,1004	13,7814	13,8144	13,2942	12,9892	13,6533	14,0205	12,4046	12,1011	13,4288	13,7571	13,1805	13,4761	13,4045	14,0038	13,2835	13,2694	12,9479	13,7673	13,7258	13,6347	14,0859	12,9848	13,5777	13,0806	13,8356	13,3178	13,1693	12,6461	13,5291	12,3037	13,2018	12,9839	13,0561	13,1621	13,2107	13,7044	12,5902	14,0269	13,719	12,868	13,7717	13,5714	13,783	13,5749	13,0217	13,5064	13,1632	NaN	NaN	12,4546	14,6447	11,114	12,9237	13,2391	12,491	11,7669	NaN	10,8434	13,6722	13,7812	12,6466	14,9734	13,6937	NaN	13,2559	12,4719	11,3142	14,0134	12,8195	13,4088	13,6054	13,806	12,7754	12,8253	13,2679	13,3792	13,1887	13,4696	13,64	13,8949	NaN	13,9616	13,1826	12,458	13,1726	NaN	14,5964	12,4137	11,8356	NaN	10,2871	PFKL	P17858	P08237;P17858	PFKAL_HUMAN	ATP-dependent 6-phosphofructokinase, liver type
16,278	14,9937	18,1026	18,3982	17,5585	17,5313	18,4942	15,8569	13,419	16,7502	15,2152	17,7629	18,9814	18,1441	14,5548	17,1057	17,08	20,6649	16,7773	14,3878	17,0639	14,978	14,875	18,1661	18,3906	19,0671	15,284	18,6161	16,9095	15,7381	15,3057	15,2327	18,837	16,5422	17,9408	17,9653	16,2383	15,1845	19,2686	17,5865	17,6548	18,6657	15,3993	18,5346	18,4505	17,0712	21,8077	20,1926	17,5532	16,6201	15,3457	16,3798	18,4972	18,1609	16,4926	19,8059	18,8894	18,8971	20,5315	17,0696	16,9819	18,3136	20,1676	19,2306	15,2526	17,1065	18,464	15,479	19,4404	18,0154	18,9697	12,5889	18,6556	18,0862	15,9118	18,432	17,3443	15,3238	15,4636	15,6818	19,2521	18,4823	18,0945	16,992	15,8521	15,8351	18,0435	19,209	18,189	17,0457	15,9693	17,7423	15,4671	17,9853	15,9091	19,6168	20,2004	17,9826	18,8394	14,8213	16,8117	14,3526	17,2305	16,4253	18,6825	16,2731	16,0337	16,2145	16,7509	16,0301	14,8764	17,5132	18,1303	18,7885	18,0079	18,9322	17,4631	18,9516	20,4172	18,7517	18,8286	19,9842	18,7671	19,0491	19,4952	19,5626	20,4638	17,2421	18,7067	19,5123	20,2091	18,4619	19,627	19,1228	19,3196	16,1935	16,1885	17,6898	14,898	18,2453	19,3355	19,6624	17,9908	16,6705	18,9179	19,8115	18,4919	18,1631	19,2513	17,0081	19,8139	18,3759	18,1814	17,7586	16,278	16,9811	17,8817	GM2A	P17900	P17900	SAP3_HUMAN	Ganglioside GM2 activator
12,7533	13,5881	13,6738	14,1436	13,4883	14,266	13,4418	13,1676	12,3771	13,6679	13,63	13,2081	13,0488	13,9124	14,4061	13,6098	13,6409	12,871	14,3467	14,0823	12,6076	13,9297	13,8938	13,4691	13,0739	15,0911	NaN	14,0124	14,0708	14,3576	13,8394	13,9535	13,6518	13,5145	12,4414	13,7614	12,6773	12,046	13,8384	13,4796	14,2863	11,474	13,3083	13,1739	11,7016	13,4242	12,8084	12,445	13,8732	14,6206	13,0001	12,5777	13,1372	12,8626	12,6552	14,2774	13,6363	12,8244	14,6743	14,5469	14,5264	13,5728	14,2734	13,4766	13,6672	12,7946	13,0952	12,4768	13,6758	12,8448	13,4508	13,2503	13,9076	14,2311	13,2345	13,2947	13,4549	13,7633	13,5294	11,9866	14,4051	13,5053	13,8332	12,6719	13,4974	13,9342	12,7282	13,5123	NaN	13,2412	13,0919	13,211	13,2801	14,1394	13,5613	NaN	14,1233	13,7236	13,3985	12,994	13,3438	13,4853	14,5017	12,9888	NaN	13,5568	13,4068	11,4146	12,8496	13,0767	13,1422	12,3856	12,9963	12,9177	12,2557	12,4533	NaN	13,0721	NaN	NaN	11,8825	NaN	12,2127	12,1809	NaN	14,1966	NaN	13,4849	NaN	NaN	12,7445	NaN	NaN	12,8108	12,9826	NaN	13,4859	13,7853	13,1727	12,9386	13,762	13,0034	13,6213	13,1895	13,5405	12,882	11,6994	12,7053	13,5303	NaN	NaN	14,1448	14,5882	NaN	NaN	NaN	14,445	CR1	P17927	P17927	CR1_HUMAN	Complement receptor type 1
15,8972	16,2726	16,2458	16,5509	16,279	15,5211	16,1296	15,5666	16,8156	16,8271	15,9036	16,5229	15,3477	16,4686	15,2794	15,4859	16,0907	15,0035	15,9709	15,6011	16,5085	16,4561	15,7061	16,0827	17,1614	15,8199	15,7793	16,5828	15,8624	15,176	16,6329	16,3282	16,3882	16,4383	16,4722	16,4645	16,7023	15,3249	15,0805	16,2624	15,4322	15,93	16,0015	14,995	16,8468	14,9243	15,5406	15,6847	15,7821	16,4529	15,892	16,5264	15,299	16,1465	15,9583	16,0613	16,0343	15,5873	15,7142	15,7037	16,1218	16,1878	15,7833	14,7364	16,6166	15,7157	16,9422	16,1869	16,1437	16,0507	16,6174	16,1492	16,219	16,4679	16,1999	15,9849	16,049	16,4662	16,3839	16,1679	15,7083	15,4796	14,9775	16,2361	16,0277	15,6159	16,4245	16,4554	16,0751	16,8373	16,4825	15,1988	15,8359	16,4008	16,2829	15,0262	15,9467	15,85	15,156	16,2879	16,1714	16,228	16,0863	15,7905	15,3627	16,3543	16,1061	14,6806	15,9818	16,4053	15,1395	15,6523	15,1764	16,1829	16,8333	15,3498	14,5813	15,8559	15,5376	15,4239	16,1727	15,1395	15,3262	15,3375	15,5097	15,8835	14,815	13,9595	15,4764	15,6047	16,4737	14,5586	16,1945	15,8881	15,4553	15,1432	16,6331	16,4649	14,9404	15,5874	16,1063	16,0117	14,6277	15,208	16,2767	15,7856	16,3046	15,6536	15,7902	14,4892	15,4866	16,1458	16,2614	14,978	13,5279	13,5924	16,7429	LGALS3	P17931	P17931	LEG3_HUMAN	Galectin-3
14,2154	14,0063	14,505	14,2133	14,1471	14,4605	14,0741	13,6856	14,7465	14,2198	14,3171	13,6922	14,0353	14,1259	14,7743	14,4825	14,3824	14,4221	13,7902	13,8971	13,9469	13,4695	NaN	14,111	13,95	14,273	NaN	14,016	13,8122	13,9815	14,7388	14,8498	14,3541	14,3725	13,1925	13,7934	13,5351	13,8206	13,488	13,6418	14,211	11,7949	14,2118	13,3604	13,9458	14,5748	13,6058	13,7332	13,7536	14,4857	14,2337	13,1806	14,6064	13,7684	13,9073	13,5184	14,082	12,4266	13,5591	14,1259	13,2211	14,3101	14,199	NaN	14,0021	13,3221	14,2899	13,7675	14,3825	13,9258	14,4606	13,9341	14,4561	14,0386	14,5306	13,7683	14,3187	13,5361	14,029	14,0265	13,7297	13,7206	14,2637	13,4677	13,5434	13,6301	14,4534	13,8839	12,8091	14,0674	13,8474	13,5345	13,6517	14,488	14,0823	14,8853	13,372	14,0042	14,0969	14,0154	13,8234	14,1218	14,6879	13,6621	13,5563	14,1905	13,5286	13,3307	13,9275	12,8566	14,2943	13,4907	NaN	16,1057	15,8311	14,4346	13,5416	15,7859	13,0673	13,5525	13,8762	13,6422	16,1435	16,0548	15,5773	13,5929	14,0414	NaN	16,0749	14,9942	12,7885	14,4953	15,3797	12,0973	NaN	NaN	14,6593	14,3936	14,593	13,0292	14,1804	13,3383	NaN	14,0438	12,9358	13,1957	15,4714	13,0899	14,6988	14,6311	NaN	14,9314	13,1495	14,5986	16,2409	11,8476	15,0322	IGFBP3	P17936	P17936	IBP3_HUMAN	Insulin-like growth factor-binding protein 3
12,8478	12,9869	11,892	12,88	12,8586	12,1604	13,2595	12,8145	12,788	12,3169	12,8412	12,3551	12,5052	12,5623	NaN	12,7035	11,1241	11,8871	12,1808	12,5132	12,7767	13,4087	15,7437	12,9099	12,5693	12,3666	NaN	12,0317	12,4243	14,9861	13,4393	13,1989	12,7589	12,9641	12,3047	12,7954	12,9403	13,1286	12,284	11,8013	14,2423	10,4397	13,0472	12,0372	11,8565	NaN	12,8228	11,2134	12,9209	12,7067	12,9399	13,2345	12,0835	14,2703	12,2641	12,1224	12,4653	12,377	12,5018	12,8819	13,4909	12,113	11,937	11,4462	12,9915	12,6816	13,4986	12,7174	12,7705	12,3905	13,1126	12,9856	11,9174	11,4873	12,7389	12,5529	12,8615	12,7158	12,8804	13,5154	12,4855	NaN	12,3275	13,3036	12,8907	12,891	13,0787	11,9338	12,1068	12,0636	13,0775	12,2231	13,1411	11,9608	12,7698	10,4943	12,2582	12,0833	12,0425	12,7396	13,0541	13,1697	11,8476	13,097	NaN	12,3724	13,4449	13,3711	12,9844	13,1986	NaN	12,3247	11,9389	10,1219	10,2526	12,1616	9,42206	10,7773	11,8604	10,8602	11,2187	10,9643	NaN	NaN	10,566	12,9715	12,1449	13,2944	12,9081	9,79008	12,5529	NaN	12,0011	13,1556	10,6427	12,5927	12,9389	12,7459	NaN	11,2718	12,0233	12,0826	10,5613	13,0229	12,7562	13,6517	9,60893	12,6991	11,505	NaN	12,5829	10,5231	14,1806	10,2107	NaN	NaN	9,13599	PSMC3	P17980	P17980	PRS6A_HUMAN	26S proteasome regulatory subunit 6A
